User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities
163,23,Female,Kolkata,Graduate,Freelancer,Tinder,Bumble,Weekly,180,Casual Fun,5,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values
164,24,Non-binary,Pune,Graduate,Full-time Job,OkCupid,OkCupid,Daily,180,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values
165,18,Female,Bangalore,Postgraduate,Part-time Job,unknown,Bumble,Weekly,60,Casual Fun,1,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality
166,19,Male,Hyderabad,Postgraduate,Freelancer,Hinge,Tinder,Weekly,60,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Video Calls,Values > Personality > Appearance
167,21,Female,Hyderabad,Undergraduate,Full-time Job,Bumble,unknown,Daily,180,Finding a Partner,1,unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
168,21,Non-binary,Bangalore,Postgraduate,Part-time Job,OkCupid,Hinge,Monthly,180,Casual Fun,3,unknown,Location-Based Matching,Video Calls,Personality > Interests > Values
169,22,Non-binary,Bangalore,Undergraduate,Freelancer,Hinge,OkCupid,Daily,30,Social Interaction,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality
170,24,Male,Delhi,Graduate,Full-time Job,OkCupid,Hinge,Monthly,120,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values
171,21,Non-binary,Delhi,Graduate,Intern,Bumble,Bumble,Monthly,120,Casual Dating,1,unknown,AI Recommendations,Video Calls,Personality > Interests > Values
172,19,Female,Chennai,Undergraduate,Part-time Job,Hinge,Bumble,Monthly,30,Finding a Partner,3,Lack of Genuine Matches,Audio Calls,Text,Values > Personality > Appearance
173,21,Non-binary,Delhi,Undergraduate,Part-time Job,Tinder,Tinder,Daily,30,Casual Fun,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality
174,23,Male,Mumbai,Postgraduate,Intern,OkCupid,Hinge,Weekly,120,Casual Fun,1,unknown,Video Calls,Video Calls,Values > Personality > Appearance
175,19,Non-binary,Kolkata,Postgraduate,Full-time Job,Bumble,Bumble,Monthly,30,Casual Dating,2,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values
176,24,Male,Bangalore,Graduate,Student,OkCupid,Hinge,Daily,90,Social Interaction,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values
177,24,Male,Mumbai,Graduate,Freelancer,unknown,unknown,Daily,120,Finding a Partner,1,Time-Wasting,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
178,18,Male,Delhi,Graduate,Part-time Job,Hinge,Bumble,Weekly,60,Casual Fun,1,unknown,AI Recommendations,Video Calls,Values > Personality > Appearance
179,21,Female,Kolkata,Postgraduate,Part-time Job,OkCupid,OkCupid,Monthly,90,Casual Fun,2,unknown,Location-Based Matching,Video Calls,Values > Personality > Appearance
180,20,Non-binary,Hyderabad,Undergraduate,Full-time Job,Tinder,Tinder,Daily,60,Finding a Partner,4,unknown,AI Recommendations,Video Calls,Personality > Interests > Values
181,21,Male,Bangalore,Postgraduate,Student,Bumble,OkCupid,Weekly,60,Casual Fun,1,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance
182,22,Non-binary,Pune,Graduate,Student,unknown,OkCupid,Weekly,30,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance
183,21,Male,Kolkata,Undergraduate,Part-time Job,Hinge,Tinder,Daily,30,Casual Fun,4,unknown,AI Recommendations,Voice Notes,Personality > Interests > Values
184,22,Non-binary,Delhi,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30,Casual Fun,5,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values
185,23,Female,Kolkata,Undergraduate,Part-time Job,OkCupid,Bumble,Monthly,90,Casual Dating,1,Time-Wasting,Audio Calls,Text,Values > Personality > Appearance
186,18,Non-binary,Kolkata,Graduate,Full-time Job,Hinge,unknown,Weekly,60,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality
187,24,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30,Casual Dating,2,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance
188,23,Male,Pune,Graduate,Intern,OkCupid,Tinder,Weekly,120,Social Interaction,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Appearance > Interests > Personality
189,24,Male,Pune,Postgraduate,Freelancer,unknown,OkCupid,Daily,120,Casual Fun,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance
190,20,Male,Delhi,Graduate,Full-time Job,Tinder,Hinge,Monthly,90,Casual Dating,3,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality
191,25,Female,Hyderabad,Graduate,Part-time Job,Bumble,Tinder,Monthly,120,Finding a Partner,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
192,22,Male,Mumbai,Postgraduate,Student,Hinge,OkCupid,Monthly,120,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Values > Personality > Appearance
193,24,Male,Chennai,Graduate,Part-time Job,unknown,OkCupid,Monthly,30,Social Interaction,3,Time-Wasting,Video Calls,Text,Values > Personality > Appearance
194,24,Female,Hyderabad,Graduate,Freelancer,unknown,Tinder,Daily,60,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values
195,18,Male,Mumbai,Undergraduate,Intern,OkCupid,unknown,Weekly,90,Social Interaction,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
196,25,Female,Pune,Postgraduate,Part-time Job,OkCupid,Hinge,Daily,60,Finding a Partner,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
197,19,Female,Delhi,Undergraduate,Intern,OkCupid,Bumble,Weekly,120,Finding a Partner,3,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality
198,20,Female,Hyderabad,Undergraduate,Full-time Job,Bumble,Bumble,Weekly,180,Social Interaction,3,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance
199,23,Female,Delhi,Graduate,Intern,unknown,Hinge,Monthly,120,Finding a Partner,4,Safety Concerns,AI Recommendations,Video Calls,Appearance > Interests > Personality
200,19,Female,Bangalore,Graduate,Student,Bumble,Bumble,Weekly,30,Casual Dating,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance
201,21,Non-binary,Delhi,Graduate,Intern,OkCupid,Tinder,Weekly,90,Social Interaction,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values
202,20,Non-binary,Chennai,Graduate,Freelancer,Hinge,OkCupid,Weekly,180,Finding a Partner,1,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
203,18,Male,Kolkata,Graduate,Intern,Bumble,Tinder,Weekly,30,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
204,23,Non-binary,Chennai,Postgraduate,Full-time Job,Hinge,Tinder,Monthly,90,Social Interaction,2,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality
205,18,Non-binary,Chennai,Postgraduate,Intern,unknown,Bumble,Weekly,120,Casual Dating,2,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
206,21,Male,Hyderabad,Undergraduate,Part-time Job,Bumble,Hinge,Weekly,60,Casual Fun,4,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
207,20,Non-binary,Delhi,Postgraduate,Part-time Job,OkCupid,Bumble,Monthly,120,Casual Dating,5,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality
208,24,Female,Kolkata,Graduate,Student,Bumble,Bumble,Daily,120,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality
209,19,Female,Mumbai,Undergraduate,Freelancer,Hinge,unknown,Monthly,60,Casual Dating,1,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values
210,24,Female,Mumbai,Undergraduate,Freelancer,Tinder,unknown,Weekly,120,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance
211,24,Male,Bangalore,Undergraduate,Full-time Job,OkCupid,unknown,Daily,180,Social Interaction,2,unknown,AI Recommendations,Video Calls,Personality > Interests > Values
212,19,Female,Kolkata,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,120,Social Interaction,5,Time-Wasting,Video Calls,Text,Values > Personality > Appearance
213,22,Female,Pune,Postgraduate,Student,Bumble,unknown,Monthly,60,Social Interaction,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality
214,19,Female,Mumbai,Graduate,Part-time Job,OkCupid,OkCupid,Daily,120,Casual Dating,2,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values
215,23,Male,Delhi,Graduate,Full-time Job,unknown,Bumble,Weekly,180,Social Interaction,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values
216,19,Male,Hyderabad,Undergraduate,Intern,unknown,Tinder,Daily,30,Social Interaction,4,unknown,Location-Based Matching,Video Calls,Personality > Interests > Values
217,19,Female,Chennai,Undergraduate,Full-time Job,Hinge,Hinge,Daily,60,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values
218,21,Non-binary,Hyderabad,Undergraduate,Intern,Bumble,Bumble,Monthly,90,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance
219,23,Male,Mumbai,Graduate,Student,Tinder,Bumble,Weekly,90,Social Interaction,5,unknown,Location-Based Matching,Video Calls,Personality > Interests > Values
220,22,Non-binary,Hyderabad,Graduate,Full-time Job,OkCupid,unknown,Weekly,120,Social Interaction,1,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
221,19,Non-binary,Pune,Postgraduate,Intern,OkCupid,unknown,Monthly,180,Casual Dating,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance
222,23,Female,Delhi,Undergraduate,Freelancer,OkCupid,Tinder,Monthly,60,Social Interaction,3,Time-Wasting,AI Recommendations,Video Calls,Personality > Interests > Values
223,18,Male,Bangalore,Undergraduate,Freelancer,OkCupid,unknown,Daily,90,Casual Fun,2,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance
224,23,Female,Hyderabad,Postgraduate,Freelancer,Bumble,Tinder,Monthly,120,Casual Fun,4,unknown,Detailed Profiles,Video Calls,Personality > Interests > Values
225,20,Female,Bangalore,Graduate,Freelancer,Bumble,unknown,Weekly,120,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
226,23,Non-binary,Hyderabad,Undergraduate,Freelancer,OkCupid,Hinge,Daily,120,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality
227,18,Female,Kolkata,Undergraduate,Full-time Job,unknown,unknown,Monthly,60,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
228,23,Female,Pune,Undergraduate,Student,Hinge,Hinge,Monthly,90,Casual Fun,3,unknown,Video Calls,Voice Notes,Values > Personality > Appearance
229,22,Male,Pune,Undergraduate,Student,Hinge,Bumble,Monthly,90,Social Interaction,4,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values
230,20,Male,Bangalore,Undergraduate,Part-time Job,OkCupid,OkCupid,Weekly,60,Casual Fun,4,unknown,Audio Calls,Voice Notes,Personality > Interests > Values
231,18,Female,Mumbai,Undergraduate,Full-time Job,Tinder,OkCupid,Monthly,120,Casual Dating,1,unknown,Location-Based Matching,Text,Personality > Interests > Values
232,23,Non-binary,Mumbai,Postgraduate,Student,Bumble,Hinge,Weekly,30,Social Interaction,5,unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance
233,25,Female,Mumbai,Undergraduate,Intern,Hinge,Tinder,Daily,30,Finding a Partner,3,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
234,22,Non-binary,Chennai,Graduate,Freelancer,Tinder,Hinge,Monthly,30,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance
235,22,Male,Chennai,Undergraduate,Part-time Job,Hinge,unknown,Daily,120,Social Interaction,3,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
236,25,Non-binary,Hyderabad,Graduate,Full-time Job,Hinge,unknown,Monthly,120,Casual Fun,5,unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values
237,23,Female,Mumbai,Postgraduate,Intern,Hinge,Tinder,Monthly,90,Casual Dating,4,unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values
238,18,Non-binary,Bangalore,Graduate,Intern,Bumble,unknown,Daily,180,Casual Fun,3,unknown,Detailed Profiles,Video Calls,Personality > Interests > Values
239,23,Non-binary,Mumbai,Graduate,Intern,Hinge,Tinder,Daily,180,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance
240,25,Female,Chennai,Graduate,Student,OkCupid,unknown,Daily,120,Social Interaction,2,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance
241,20,Female,Mumbai,Postgraduate,Part-time Job,unknown,Bumble,Daily,90,Finding a Partner,3,Time-Wasting,Detailed Profiles,Voice Notes,Personality > Interests > Values
242,23,Non-binary,Chennai,Graduate,Intern,OkCupid,Bumble,Monthly,90,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance
243,20,Non-binary,Hyderabad,Undergraduate,Part-time Job,unknown,unknown,Daily,90,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
244,23,Non-binary,Chennai,Postgraduate,Intern,unknown,unknown,Daily,180,Social Interaction,5,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality
245,24,Non-binary,Pune,Graduate,Freelancer,OkCupid,Hinge,Weekly,180,Casual Dating,4,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance
246,24,Non-binary,Mumbai,Postgraduate,Intern,Hinge,Hinge,Daily,30,Casual Dating,2,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
247,23,Male,Kolkata,Postgraduate,Intern,Bumble,OkCupid,Monthly,180,Social Interaction,3,unknown,Detailed Profiles,Text,Appearance > Interests > Personality
248,22,Non-binary,Hyderabad,Postgraduate,Student,Bumble,Tinder,Daily,30,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Personality > Interests > Values
249,22,Male,Bangalore,Postgraduate,Student,Tinder,Tinder,Daily,60,Finding a Partner,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values
250,19,Male,Mumbai,Postgraduate,Freelancer,Bumble,Bumble,Daily,180,Casual Dating,2,unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
251,19,Male,Pune,Graduate,Part-time Job,Tinder,Hinge,Weekly,180,Casual Fun,4,Time-Wasting,Detailed Profiles,Text,Personality > Interests > Values
252,25,Male,Bangalore,Postgraduate,Student,Hinge,Hinge,Monthly,60,Finding a Partner,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality
253,24,Male,Chennai,Graduate,Student,unknown,Bumble,Daily,90,Finding a Partner,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
254,21,Female,Mumbai,Undergraduate,Intern,Tinder,OkCupid,Weekly,60,Casual Dating,1,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values
255,22,Male,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,30,Finding a Partner,5,unknown,AI Recommendations,Video Calls,Appearance > Interests > Personality
256,21,Male,Bangalore,Undergraduate,Student,Hinge,Bumble,Weekly,90,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values
257,19,Female,Chennai,Undergraduate,Freelancer,Tinder,Bumble,Daily,120,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance
258,24,Male,Pune,Graduate,Freelancer,Bumble,Hinge,Monthly,90,Casual Fun,4,Time-Wasting,Location-Based Matching,Text,Values > Personality > Appearance
259,19,Male,Bangalore,Graduate,Freelancer,unknown,OkCupid,Daily,60,Casual Fun,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
260,23,Male,Delhi,Undergraduate,Intern,Tinder,Bumble,Daily,30,Casual Fun,2,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality
261,18,Female,Pune,Undergraduate,Full-time Job,unknown,unknown,Monthly,60,Casual Dating,5,unknown,Location-Based Matching,Video Calls,Personality > Interests > Values
262,22,Female,Pune,Undergraduate,Full-time Job,OkCupid,Bumble,Weekly,60,Social Interaction,3,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance
263,21,Non-binary,Chennai,Postgraduate,Full-time Job,unknown,OkCupid,Monthly,90,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality
264,25,Male,Kolkata,Undergraduate,Intern,unknown,Tinder,Daily,120,Finding a Partner,4,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values
265,23,Non-binary,Bangalore,Graduate,Freelancer,Hinge,Bumble,Weekly,60,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
266,25,Male,Bangalore,Graduate,Freelancer,unknown,unknown,Daily,30,Social Interaction,5,unknown,Audio Calls,Voice Notes,Values > Personality > Appearance
267,19,Female,Chennai,Graduate,Intern,OkCupid,unknown,Weekly,90,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values
268,25,Non-binary,Hyderabad,Graduate,Student,Hinge,unknown,Weekly,90,Casual Fun,3,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality
269,19,Non-binary,Bangalore,Graduate,Part-time Job,OkCupid,Hinge,Weekly,30,Casual Dating,3,Safety Concerns,Video Calls,Text,Personality > Interests > Values
270,19,Male,Mumbai,Undergraduate,Full-time Job,Bumble,Bumble,Weekly,90,Casual Dating,4,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance
271,23,Male,Pune,Graduate,Part-time Job,OkCupid,Hinge,Weekly,180,Finding a Partner,1,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality
272,18,Female,Hyderabad,Undergraduate,Student,Tinder,OkCupid,Weekly,120,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality
273,19,Non-binary,Kolkata,Postgraduate,Full-time Job,unknown,Tinder,Monthly,60,Social Interaction,5,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality
274,20,Non-binary,Kolkata,Postgraduate,Intern,Tinder,Tinder,Weekly,30,Casual Dating,1,unknown,Detailed Profiles,Video Calls,Personality > Interests > Values
275,18,Male,Mumbai,Postgraduate,Part-time Job,unknown,unknown,Monthly,60,Finding a Partner,3,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance
276,24,Male,Mumbai,Graduate,Intern,Tinder,OkCupid,Daily,120,Casual Fun,3,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
277,23,Non-binary,Delhi,Undergraduate,Full-time Job,Tinder,Tinder,Daily,180,Social Interaction,2,unknown,Audio Calls,Text,Personality > Interests > Values
278,20,Non-binary,Chennai,Postgraduate,Intern,Tinder,Bumble,Monthly,90,Casual Dating,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
279,18,Male,Mumbai,Undergraduate,Intern,OkCupid,Hinge,Weekly,60,Social Interaction,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance
280,19,Male,Kolkata,Graduate,Part-time Job,OkCupid,unknown,Monthly,180,Finding a Partner,4,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values
281,19,Female,Pune,Undergraduate,Full-time Job,Tinder,unknown,Weekly,90,Social Interaction,5,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance
282,21,Male,Mumbai,Postgraduate,Freelancer,Bumble,unknown,Monthly,180,Casual Fun,1,unknown,Audio Calls,Voice Notes,Personality > Interests > Values
283,23,Male,Mumbai,Postgraduate,Student,OkCupid,Tinder,Monthly,180,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality
284,24,Female,Bangalore,Postgraduate,Student,Hinge,Hinge,Daily,60,Social Interaction,4,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
285,22,Non-binary,Kolkata,Postgraduate,Full-time Job,Hinge,Hinge,Daily,30,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance
286,20,Non-binary,Kolkata,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,30,Finding a Partner,2,unknown,AI Recommendations,Voice Notes,Values > Personality > Appearance
287,22,Male,Hyderabad,Graduate,Full-time Job,unknown,unknown,Weekly,180,Casual Fun,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values
288,18,Non-binary,Hyderabad,Postgraduate,Intern,unknown,unknown,Monthly,30,Casual Fun,3,unknown,Detailed Profiles,Video Calls,Appearance > Interests > Personality
289,23,Female,Pune,Undergraduate,Full-time Job,Hinge,Bumble,Weekly,60,Casual Fun,1,unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
290,18,Non-binary,Kolkata,Undergraduate,Student,Tinder,OkCupid,Weekly,60,Casual Dating,4,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values
291,25,Female,Pune,Postgraduate,Full-time Job,Bumble,unknown,Daily,180,Social Interaction,2,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality
292,21,Male,Mumbai,Postgraduate,Student,OkCupid,OkCupid,Monthly,60,Casual Fun,4,unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
293,22,Non-binary,Pune,Postgraduate,Intern,Tinder,unknown,Daily,90,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality
294,23,Non-binary,Chennai,Undergraduate,Freelancer,Bumble,unknown,Monthly,60,Casual Dating,1,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values
295,23,Female,Delhi,Undergraduate,Part-time Job,unknown,unknown,Monthly,180,Casual Fun,4,unknown,Video Calls,Text,Personality > Interests > Values
296,18,Female,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Weekly,180,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality
297,24,Male,Mumbai,Postgraduate,Freelancer,Tinder,Tinder,Weekly,180,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality
298,19,Female,Pune,Undergraduate,Freelancer,Bumble,Hinge,Monthly,60,Finding a Partner,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality
299,22,Non-binary,Pune,Undergraduate,Intern,unknown,OkCupid,Daily,90,Casual Dating,5,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values
300,21,Female,Mumbai,Postgraduate,Student,Bumble,Bumble,Monthly,90,Social Interaction,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance
301,23,Male,Delhi,Postgraduate,Part-time Job,unknown,unknown,Daily,180,Finding a Partner,3,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality
302,25,Male,Hyderabad,Undergraduate,Full-time Job,unknown,Tinder,Monthly,60,Casual Fun,2,unknown,Video Calls,Video Calls,Personality > Interests > Values
303,19,Non-binary,Hyderabad,Graduate,Full-time Job,Tinder,OkCupid,Daily,30,Social Interaction,1,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality
304,23,Female,Chennai,Graduate,Part-time Job,Bumble,unknown,Weekly,60,Social Interaction,3,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values
305,20,Female,Mumbai,Graduate,Freelancer,Hinge,OkCupid,Daily,90,Social Interaction,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values
306,19,Male,Mumbai,Undergraduate,Full-time Job,unknown,Tinder,Weekly,90,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality
307,20,Female,Kolkata,Postgraduate,Full-time Job,OkCupid,Bumble,Weekly,180,Casual Fun,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality
308,18,Male,Pune,Graduate,Student,unknown,Hinge,Monthly,60,Casual Dating,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance
309,22,Non-binary,Mumbai,Postgraduate,Student,Tinder,Hinge,Monthly,90,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values
310,18,Female,Mumbai,Graduate,Freelancer,OkCupid,Tinder,Daily,180,Finding a Partner,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values
311,25,Non-binary,Kolkata,Undergraduate,Freelancer,Bumble,unknown,Monthly,30,Casual Fun,3,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance
312,23,Male,Delhi,Postgraduate,Full-time Job,OkCupid,Hinge,Daily,90,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality
313,23,Female,Pune,Graduate,Student,unknown,Bumble,Daily,120,Finding a Partner,1,unknown,Audio Calls,Voice Notes,Personality > Interests > Values
314,21,Non-binary,Kolkata,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30,Casual Dating,3,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values
315,23,Female,Delhi,Undergraduate,Intern,Bumble,unknown,Weekly,60,Casual Dating,2,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values
316,24,Female,Kolkata,Graduate,Freelancer,Hinge,unknown,Daily,120,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality
317,21,Male,Kolkata,Undergraduate,Student,Bumble,Hinge,Weekly,120,Casual Dating,3,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values
318,20,Non-binary,Mumbai,Undergraduate,Student,OkCupid,OkCupid,Daily,90,Social Interaction,1,unknown,Video Calls,Video Calls,Personality > Interests > Values
319,24,Male,Pune,Postgraduate,Freelancer,Hinge,Hinge,Weekly,120,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance
320,20,Female,Kolkata,Postgraduate,Freelancer,Bumble,Hinge,Weekly,120,Finding a Partner,1,unknown,Video Calls,Text,Personality > Interests > Values
321,19,Female,Mumbai,Undergraduate,Full-time Job,OkCupid,Bumble,Daily,120,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality
322,20,Female,Chennai,Postgraduate,Part-time Job,unknown,Tinder,Daily,90,Casual Dating,2,unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance
323,25,Female,Delhi,Undergraduate,Part-time Job,unknown,Bumble,Daily,30,Casual Dating,3,unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
324,22,Non-binary,Pune,Postgraduate,Freelancer,Hinge,Bumble,Weekly,30,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values
325,20,Female,Bangalore,Postgraduate,Full-time Job,Bumble,Bumble,Weekly,180,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality
326,20,Female,Bangalore,Undergraduate,Part-time Job,OkCupid,unknown,Daily,90,Casual Fun,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality
